anio,plazo,tipo_insolvencia,entidad,pais,tipo_credito,giro,tipo_poliza,moneda,forma_venta,numero_siniestros,monto_siniestro,monto_pagado,monto_deducible,monto_coaseguros,gastos_ajuste,salvamentos,monto_recuperacion,recuperacion_reaseguro
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de otros productos de madera,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,1442,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,"Fabricacion de celulosa, papel y carton",Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,2000,13500,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de productos de papel y carton,Global,Nacional,Agentes Persona Fisica,1,0,0,0,0,12176,23084,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de productos derivados del petroleo y del carbon,Global,Nacional,Agentes Persona Fisica,1,47941,0,0,0,3248,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de productos quimicos basicos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,-288444,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,"Fabricacion de hules, resinas y fibras quimicas",Global,Extranjera,Agentes Persona Moral,1,0,0,0,0,30109,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,"Fabricacion de fertilizantes, pesticidas y otros agroquimicos",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,280471,293908,155146,29390,0,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de productos farmaceuticos,Global,Nacional,Agentes Persona Fisica,1,0,0,0,0,4000,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de otros productos quimicos,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,3,0,0,0,0,9497,82731,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Agentes Persona Fisica,1,0,0,0,0,28920,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Agentes Persona Moral,1,450000,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,-64476,0,0,0,2000,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Extranjera,Agentes Persona Moral,1,0,0,0,0,23890,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,434937,0,0,0,-2078,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de cemento y productos de concreto,Global,Nacional,Agentes Persona Fisica,3,-138493,0,0,0,4000,18000,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Industria basica del hierro y del acero,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,506196,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Industria basica del hierro y del acero,Global,Extranjera,Agentes Persona Moral,1,0,0,0,0,134793,0,898621.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de productos de hierro y acero de material comprado,Global,Nacional,Agentes Persona Fisica,7,-24016,837381,50000,83736,81082,161119,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Industria del aluminio,Global,Extranjera,Agentes Persona Fisica,2,67978,390281,3391,39028,21650,133829,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de herramientas de mano sin motor y utensilios de coc,Global,Nacional,Agentes Persona Fisica,3,125818,19743,0,1974,1674,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de estructuras metalicas y productos de herreria,Global,Nacional,Agentes Persona Fisica,1,-142345,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de estructuras metalicas y productos de herreria,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,18178,0,2020,2884,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de maquinaria y equipo para las industrias manufactu,Global,Nacional,Agentes Persona Fisica,1,-45000,224591,0,22459,4900,135000,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,"Fabricacion de sistemas de aire acondicionado, calefaccion y de",Global,Extranjera,Agentes Persona Fisica,1,-102200,1737400,0,0,0,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Fabricacion de partes para vehiculos automotores,Global,Nacional,Agentes Persona Moral,1,0,0,0,0,2000,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Otras industrias manufactureras,Global,Nacional,Agentes Persona Fisica,3,117356,45090,0,4509,8028,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Comercio al por mayor de electrodomesticos menores y aparatos d,Global,Nacional,Agentes Persona Moral,2,-118626,0,0,0,2320,9000,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Comercio al por mayor de electrodomesticos menores y aparatos d,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,0,30418,0,3380,2884,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Comercio al por mayor de materias primas para la industria,Global,Extranjera,Agentes Persona Fisica,1,632135,0,0,0,2320,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Comercio al por mayor de maquinaria y equipo para la industria,Global,Nacional,Agentes Persona Fisica,1,0,0,0,0,5065,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Intermediacion al por mayor,Global,Nacional,Agentes Persona Moral,1,-51235,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Intermediacion al por mayor,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,333669,310235,0,34471,12778,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,150559,0,15055,7000,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Otro producto al Comercio al por menor,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,961972,0,106886,0,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,Banca multiple,Global,Nacional,Agentes Persona Fisica,1,10436281,15310987,0,0,1302465,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Interno,"Otros servicios profesionales, cientificos y tecnicos",Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,-33752,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Mixto,"Fabricacion de celulosa, papel y carton",Global,Nacional,Agentes Persona Fisica,1,380116,380116,0,38011,0,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Mixto,Fabricacion de productos quimicos basicos,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,47208,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Mixto,Fabricacion de productos quimicos basicos,Global,Extranjera,Agentes Persona Fisica,1,0,0,0,0,2000,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Mixto,"Fabricacion de pinturas, recubrimientos, adhesivos y selladores",Global,Nacional,Agentes Persona Fisica,1,0,0,0,0,2000,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Mixto,Fabricacion de productos de plastico,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,2971,22236,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Mixto,Fabricacion de partes para vehiculos automotores,Global,Extranjera,Agentes Persona Moral,1,0,0,0,0,2500,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Mixto,Otras industrias manufactureras,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,-682,11541,0,2037,0,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Mixto,Comercio al por mayor de alimentos y abarrotes,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,-9925,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Mixto,Otro producto al Comercio al por mayor,Global,Extranjera,Agentes Persona Fisica,1,0,0,0,0,8480,103682,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Mixto,Otro producto al Comercio al por menor,Global,Extranjera,Agentes Persona Fisica,1,-5205,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Mixto,Servicios relacionados con el transporte aereo,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,15000,0,0.0,
2021,120,Mora prolongada,Estado de Mexico,No aplica (interno),Mixto,Servicios relacionados con la intermediacion crediticia,Global,Nacional,Agentes Persona Fisica,2,42634,42634,0,2721,110533,0,0.0,
2021,120,Mora prolongada,Michoacan,No aplica (interno),Interno,Otras industrias alimentarias,Global,Nacional,Agentes Persona Fisica,1,73398,73398,0,11009,9174,73398,0.0,
2021,120,Mora prolongada,Michoacan,No aplica (interno),Interno,"Fabricacion de celulosa, papel y carton",Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,74905,605420,0.0,
2021,120,Mora prolongada,Michoacan,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Agentes Persona Moral,2,-183600,994406,0,0,0,0,0.0,
2021,120,Mora prolongada,Michoacan,No aplica (interno),Interno,Fabricacion de productos de hierro y acero de material comprado,Global,Nacional,Agentes Persona Fisica,3,-472177,58661,30000,5866,109399,296000,0.0,
2021,120,Mora prolongada,Michoacan,No aplica (interno),Interno,Fabricacion de productos de hierro y acero de material comprado,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,9960,0,66398.0,
2021,120,Mora prolongada,Michoacan,No aplica (interno),Interno,Fabricacion de herramientas de mano sin motor y utensilios de coc,Global,Nacional,Agentes Persona Fisica,1,136596,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Michoacan,No aplica (interno),Interno,"Fabricacion de equipo y material para uso medico, dental y para",Global,Extranjera,Agentes Persona Fisica,1,183840,200781,0,20078,0,0,0.0,
2021,120,Mora prolongada,Michoacan,No aplica (interno),Interno,Otras industrias manufactureras,Global,Nacional,Agentes Persona Fisica,1,-17434,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Michoacan,No aplica (interno),Interno,Intermediacion al por mayor,Global,Nacional,Agentes Persona Moral,1,-19532,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Michoacan,No aplica (interno),Mixto,"Fabricacion de fertilizantes, pesticidas y otros agroquimicos",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,383309,374174,0,37417,9000,0,0.0,
2021,120,Mora prolongada,Michoacan,No aplica (interno),Mixto,"Fabricacion de pinturas, recubrimientos, adhesivos y selladores",Global,Nacional,Agentes Persona Fisica,1,-114180,0,0,0,12686,0,0.0,
2021,120,Mora prolongada,Michoacan,No aplica (interno),Mixto,Fabricacion de herramientas de mano sin motor y utensilios de coc,Global,Extranjera,Agentes Persona Fisica,1,55675,55505,0,5550,0,0,0.0,
2021,120,Mora prolongada,Michoacan,No aplica (interno),Mixto,Fabricacion de accesorios de iluminacion,Global,Nacional,Agentes Persona Fisica,1,29315,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Michoacan,No aplica (interno),Mixto,Servicios relacionados con el transporte aereo,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,-1216800,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Michoacan,No aplica (interno),Mixto,Servicios relacionados con el transporte por carretera,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,4,1392632,1617440,321679,161744,57000,0,0.0,
2021,120,Mora prolongada,Morelos,No aplica (interno),Interno,"Fabricacion de fertilizantes, pesticidas y otros agroquimicos",Global,Nacional,Agentes Persona Fisica,1,191275,0,0,0,31320,0,0.0,
2021,120,Mora prolongada,Morelos,No aplica (interno),Interno,Fabricacion de otros productos quimicos,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,-118933,0,0,0,13214,0,0.0,
2021,120,Mora prolongada,Morelos,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,75810,0,0.0,
2021,120,Mora prolongada,Morelos,No aplica (interno),Interno,Fabricacion de maquinaria y equipo para las industrias manufactu,Global,Nacional,Agentes Persona Fisica,1,-90000,1501971,0,150197,128324,1280921,0.0,
2021,120,Mora prolongada,Morelos,No aplica (interno),Interno,Comercio al por mayor de electrodomesticos menores y aparatos d,Global,Nacional,Agentes Persona Moral,1,0,0,0,0,9000,0,0.0,
2021,120,Mora prolongada,Morelos,No aplica (interno),Interno,Comercio al por mayor de materias primas para la industria,Global,Nacional,Agentes Persona Moral,1,104933,104933,0,10493,0,0,0.0,
2021,120,Mora prolongada,Morelos,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Agentes Persona Moral,1,0,435931,0,43593,0,72407,0.0,
2021,120,Mora prolongada,Morelos,No aplica (interno),Mixto,"Fabricacion de celulosa, papel y carton",Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,0,0,0,0,6825,0,-63720.0,
2021,120,Mora prolongada,Morelos,No aplica (interno),Mixto,"Fabricacion de muebles, excepto de oficina y estanteria",Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,51020,0,0.0,
2021,120,Mora prolongada,Morelos,No aplica (interno),Mixto,Transporte turistico por tierra,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,-5105440,186815,0,18681,0,186815,0.0,
2021,120,Mora prolongada,Nayarit,No aplica (interno),Mixto,Fabricacion de productos de plastico,Global,Nacional,Agentes Persona Moral,1,0,0,0,0,2755,0,0.0,
2021,120,Mora prolongada,Nayarit,No aplica (interno),Mixto,Fabricacion de partes para vehiculos automotores,Global,Extranjera,Agentes Persona Moral,1,0,0,0,0,9000,4612,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Elaboracion de productos de panaderia y tortillas,Global,Nacional,Agentes Persona Moral,1,-43144,0,0,0,4935,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Otras industrias alimentarias,Global,Nacional,Agentes Persona Fisica,3,185324,157063,0,23559,2320,84128,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,"Confeccion de alfombras, blancos y similares",Global,Nacional,Agentes Persona Moral,2,659178,0,0,0,132460,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,"Fabricacion de celulosa, papel y carton",Global,Extranjera,Agentes Persona Moral,1,-234590,99462,0,0,0,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Fabricacion de productos de papel y carton,Global,Nacional,Agentes Persona Fisica,1,0,0,0,0,2150,19350,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Fabricacion de productos de papel y carton,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,624946,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Agentes Persona Moral,2,-3407725,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,608726,679539,0,33976,0,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Fabricacion de cemento y productos de concreto,Global,Nacional,Agentes Persona Moral,2,0,55342,0,5534,6640,55342,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Industria basica del hierro y del acero,Global,Nacional,Red de Sucursales Bancarias,1,333361,333361,0,0,26415,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Fabricacion de productos de hierro y acero de material comprado,Global,Nacional,Agentes Persona Fisica,2,30628,273432,0,27343,26978,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,"Industrias de metales no ferrosos, excepto aluminio",Global,Extranjera,Agentes Persona Moral,2,2209866,6806520,0,0,795753,0,6661599.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Fabricacion de herramientas de mano sin motor y utensilios de coc,Global,Nacional,Agentes Persona Fisica,1,0,0,0,0,22500,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Fabricacion de computadoras y equipo periferico,Global,Nacional,Agentes Persona Fisica,1,0,0,0,0,253500,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,"Fabricacion de equipo y material para uso medico, dental y para",Global,Nacional,Agentes Persona Fisica,1,77072,77072,0,8564,199816,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Otras industrias manufactureras,Global,Nacional,Agentes Persona Fisica,1,15973,15973,0,1597,699,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Otras industrias manufactureras,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,4000,14407,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,"Comercio al por mayor de articulos de perfumeria, joyeria y otros",Global,Nacional,Agentes Persona Fisica,1,0,0,0,0,14362,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Comercio al por mayor de electrodomesticos menores y aparatos d,Global,Nacional,Agentes Persona Moral,1,385329,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Comercio al por mayor de materias primas para la industria,Global,Nacional,Agentes Persona Fisica,1,23464,23464,0,2346,0,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Comercio al por mayor de materias primas para la industria,Global,Extranjera,Agentes Persona Moral,1,0,811040,0,0,0,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Comercio al por menor de ropa y accesorios de vestir,Global,Nacional,Agentes Persona Moral,2,0,284135,0,31571,45721,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Otros servicios de telecomunicaciones,Global,Nacional,Agentes Persona Fisica,1,51686,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Agencias de viajes y servicios de reservaciones,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,48950,357911,0,0,0,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Mixto,Fabricacion de productos de papel y carton,Global,Nacional,Agentes Persona Fisica,2,0,0,0,0,68025,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Mixto,Fabricacion de productos quimicos basicos,Global,Extranjera,Agentes Persona Fisica,1,0,0,0,0,2000,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Mixto,Industria basica del hierro y del acero,Global,Nacional,Agentes Persona Fisica,1,21761,0,0,0,2417,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Mixto,Industria basica del hierro y del acero,Global,Extranjera,Agentes Persona Moral,1,1148,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Mixto,Fabricacion de productos de hierro y acero de material comprado,Global,Extranjera,Agentes Persona Fisica,1,0,0,0,0,9000,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Mixto,Fabricacion de estructuras metalicas y productos de herreria,Global,Extranjera,Agentes Persona Moral,1,0,0,0,0,0,26165,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Mixto,Fabricacion de partes para vehiculos automotores,Global,Extranjera,Agentes Persona Moral,1,-69918,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Mixto,Fabricacion de otro equipo de transporte,Global,Extranjera,Agentes Persona Moral,2,0,0,0,0,66308,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Mixto,Fabricacion de productos relacionados con los muebles,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,275500,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Mixto,Comercio al por mayor de bebidas y tabaco,Global,Nacional,Agentes Persona Fisica,2,0,0,0,0,18724,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Mixto,Comercio al por mayor de electrodomesticos menores y aparatos d,Global,Nacional,Agentes Persona Moral,1,0,0,0,0,4500,0,0.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Mixto,Comercio al por mayor de electrodomesticos menores y aparatos d,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,-13429,2037285,0,107226,45721,0,-747586.0,
2021,120,Mora prolongada,Nuevo Leon,No aplica (interno),Mixto,Otro producto al Comercio al por mayor,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,146714,78060,0,8673,15000,0,-1537394.0,
2021,120,Mora prolongada,Oaxaca,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Agentes Persona Moral,1,-527068,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Oaxaca,No aplica (interno),Interno,Fabricacion de herramientas de mano sin motor y utensilios de coc,Global,Nacional,Agentes Persona Fisica,1,246849,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Oaxaca,No aplica (interno),Interno,Otras industrias manufactureras,Global,Nacional,Agentes Persona Fisica,1,290280,290280,0,29028,0,63450,0.0,
2021,120,Mora prolongada,Oaxaca,No aplica (interno),Interno,Comercio al por mayor de materias primas para la industria,Global,Nacional,Agentes Persona Moral,1,0,0,0,0,44000,-30600,0.0,
2021,120,Mora prolongada,Oaxaca,No aplica (interno),Interno,"Comercio al por mayor de maquinaria, mobiliario y equipo de uso",Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,-76800,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,"Matanza, empacado y procesamiento de carne de ganado y aves",Global,Nacional,Agentes Persona Moral,1,82814,82814,0,0,0,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,"Confeccion de alfombras, blancos y similares",Global,Nacional,Agentes Persona Moral,1,0,0,0,0,14188,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,"Fabricacion de celulosa, papel y carton",Global,Nacional,Agentes Persona Moral,2,800489,667029,0,66702,2320,36000,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Fabricacion de productos de papel y carton,Global,Nacional,Agentes Persona Fisica,3,5462662,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Impresion e industrias conexas,Global,Nacional,Agentes Persona Fisica,1,110171,110171,0,11017,4500,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,-37400,43226,0,0,2000,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Extranjera,Agentes Persona Moral,1,-8897,0,0,0,46028,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,2273429,2213317,0,110665,2320,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Fabricacion de cemento y productos de concreto,Global,Nacional,Agentes Persona Moral,1,0,0,0,0,4500,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Fabricacion de productos de hierro y acero de material comprado,Global,Nacional,Agentes Persona Fisica,4,2286274,1603791,0,160378,2000,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Fabricacion de herramientas de mano sin motor y utensilios de coc,Global,Nacional,Agentes Persona Fisica,9,220786,220786,0,22078,80630,184121,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Fabricacion de estructuras metalicas y productos de herreria,Global,Extranjera,Agentes Persona Fisica,1,0,1226403,0,122640,5000,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Fabricacion de partes para vehiculos automotores,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,1760,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,"Fabricacion de equipo y material para uso medico, dental y para",Global,Extranjera,Agentes Persona Fisica,1,0,0,0,0,85044,506365,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Otras industrias manufactureras,Global,Nacional,Agentes Persona Fisica,1,-35550,191956,0,19195,2000,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Otras industrias manufactureras,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,4500,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Comercio al por mayor de alimentos y abarrotes,Global,Nacional,Agentes Persona Moral,1,0,0,0,0,188704,0,-594955.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Comercio al por mayor de productos farmaceuticos,Global,Nacional,Agentes Persona Fisica,1,-322713,515688,0,0,45475,0,350000.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Comercio al por mayor de electrodomesticos menores y aparatos d,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,531562,531562,0,53156,9000,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Comercio al por mayor de materias primas para la industria,Global,Nacional,Agentes Persona Fisica,2,27789,27789,0,2778,0,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Comercio al por mayor de materias primas para la industria,Global,Nacional,Agentes Persona Moral,1,0,0,0,0,143967,1194758,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Comercio al por mayor de materias primas para la industria,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,3179444,3179444,100000,476916,27000,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,"Comercio al por mayor de maquinaria, mobiliario y equipo de uso",Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,-8673,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Intermediacion al por mayor,Global,Nacional,Agentes Persona Moral,2,-56723,0,0,0,0,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Transporte maritimo,Global,Extranjera,Agentes Persona Fisica,1,30391,31122,0,3458,0,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Interno,Agencias de viajes y servicios de reservaciones,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,-23043,179999,0,0,0,0,0.0,
2021,120,Mora prolongada,Puebla,No aplica (interno),Mixto,Elaboracion de productos lacteos,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,0,0,0,0,19500,0,0.0,
